9;تِسعَة
8;ثَمَانِيَة
2;إثنَان إثنَين
1;وَاحِد
6;سِتَّة
7;سَبعَة
4;أَربعَة
5;خَمسَة
3;ثَلاثَة
10;عَشرَة
-
-
-
-
